Matt_Estrada,Northern_Arizona_University
Ezzaki_Badou,MAS_Fez
Jakub_Jankto,Czech_Republic_national_under-21_football_team
Catheleen_Jordan,"University_of_California,_Berkeley"
David_Little_(tight_end),Detroit_Lions
Tony_Taylor_(American_football),Saskatchewan_Roughriders
Grace_Coolidge,University_of_Vermont
Dick_Evey,Los_Angeles_Rams
Tim_Fox_(American_football),Los_Angeles_Rams
Dominique_Harize,SC_Albi
Howard_Levi,Columbia_University
Bobby_Kemp,Cincinnati_Bengals
Jeff_Stember,San_Francisco_Giants
Gabriele_Ambrosetti,Swansea_City_A.F.C.
Bob_Ayrault,Philadelphia_Phillies
Randy_Chevrier,Dallas_Cowboys
Todd_Devoe,Tennessee_Titans
Frank_Grant_(American_football),Washington_Redskins
Pär_Arlbrandt,Södertälje_SK
Sean_McCaffrey,Dundalk_F.C.
Teresa_Noyola,Stanford_Cardinal
Lou_Marone,Pittsburgh_Pirates
Nathan_Robinson,Eisbären_Berlin
Brian_Wolfe,Nippon_Professional_Baseball
Ferdinand_P._Beer,Lehigh_University
Jim_Filice,Honda
Homayoon_Kazerooni,University_of_Wisconsin–Madison
Marques_Bragg,Basket_Rimini_Crabs
Massimo_Giacomini,S.S.C._Napoli
Julian_Thompson_(Royal_Marines_officer),Royal_Marines
Jarious_Jackson,Tupelo_High_School
Joel_Santana,Sport_Club_Corinthians_Paulista
"Warren_F._(Pete)_Miller,_Jr.",Northwestern_University
Butler_Lampson,"University_of_California,_Berkeley"
Gregg_Costa,Dartmouth_College
Mark_Price,Atlanta_Hawks
Darrin_Winston,Philadelphia_Phillies
William_H._Perry,Harvard_University
Steve_Berman_(lawyer),University_of_Michigan
"Basil_Brooke,_1st_Viscount_Brookeborough",British_Army
Janusz_Kowalik,Górnik_Zabrze
Jordan_Ellenberg,University_of_Wisconsin–Madison
Derek_Schouman,New_Orleans_Saints
Dan_Frawley_(ice_hockey),Chicago_Blackhawks
Jordan_Pugh,Washington_Redskins
Geoff_Waugh,Binghamton_Senators
Hardy_Falconer_Parsons,British_Army
Alan_M._Roberts,"University_of_California,_Los_Angeles"
Evgeny_Lapenkov,Kontinental_Hockey_League
Ariel_Carreño,Club_Atlético_Fénix
Jason_Fitzsimmons,Vancouver_Canucks
David_Marty,USA_Perpignan
Mary_Carskadon,Brown_University
Bill_Conaty,Dallas_Cowboys
Daniel_Willard_Streeter,Harvard_College
Valdir_Espinosa,Brasiliense_Futebol_Clube
Alain_Laurier,AS_Poissy
Tshilidzi_Marwala,University_of_Johannesburg
Ion_Andoni_Goikoetxea,Xerez_CD
Luc_Mullinder,Hamilton_Tiger-Cats
Žiga_Pavlin,HDD_Olimpija_Ljubljana
Kenneth_Mars,Northwestern_University
Peter_Jaks,HC_Ambrì-Piotta
Ryan_Rupert,Toronto_Maple_Leafs
Anne_Morrow_Lindbergh,Smith_College
Tyler_Everett,Minnesota_Vikings
"Steve_Jones_(footballer,_born_1976)",Airbus_UK_Broughton_F.C.
Zhu_Bo,Wuhan_Optics_Valley_F.C.
Matt_Hussey,Slovak_1._Liga
Jim_Whitesell,Loyola_University_Chicago
Mike_Thompson_(American_football),Cleveland_Browns
Francisco_Buscató,CB_L'Hospitalet
Justin_Palardy,Hamilton_Tiger-Cats
Nelsinho_Baptista,Colo-Colo
Bradley_Randle,BC_Lions
Corby_Jones,Montreal_Alouettes
Raymond_St._Leger,"University_of_Maryland,_College_Park"
Tiffany_Montague,Smith_College
Brandon_McGee,Dallas_Cowboys
Artem_Milevskiy,Ukraine_national_football_team
Davide_Giugliano,Ducati
Éric_Dandenault,American_Hockey_League
Masakatsu_Miyamoto,Honda_FC
Glory_Johnson,Women's_National_Basketball_Association
Farida_Osman,Gezira_Sporting_Club
Sergei_Aleinikov,FC_Vidnoye
Ken_Bone,"California_State_University,_Stanislaus"
Justin_Jones_(politician),Brigham_Young_University
Philippe_Alliot,RAM_Racing
Henry_Tuilagi,USA_Perpignan
Forrest_Smith,Westminster_College_(Missouri)
Rei_Kikukawa,University_of_Tokyo
Adrian_Cashmore,Ospreys_(rugby_team)
Donnie_Fletcher,New_York_Jets
Mathieu_Schneider,Montreal_Canadiens
Steve_Wagner_(ice_hockey),St._Louis_Blues
Tomáš_Plíhal,San_Jose_Sharks
Alexander_Chernykh,New_Jersey_Devils
Leonard_Lieberman,"University_of_California,_Berkeley"
Jarred_Fayson,Toronto_Argonauts
John_Bates_Clark,Johns_Hopkins_University
Michael_Farfan,North_Carolina_Tar_Heels
Mattias_Tedenby,New_Jersey_Devils
Valery_Yesipov,FC_Sever_Murmansk
Joel_Patten,San_Diego_Chargers
Reynaldo_Hill,Tennessee_Titans
Shaun_Prater,Cincinnati_Bengals
Cathy_Vitale,"University_of_Maryland,_College_Park"
Philip_Lee_Williams,University_of_Georgia
Paul_Hart,Rushden_&_Diamonds_F.C.
Allison_H._Eid,Stanford_University
Richard_W._Roberts,Vassar_College
Anthony_Hallam,University_of_Birmingham
Bob_Long_(halfback),University_of_Tennessee
Sef_Fa'agase,Wests_Rugby
Ralph_Eastwood,British_Army
David_Vaudreuil,New_England_Revolution
Fred_Crawford_(American_football),Chicago_Bears
Len_Barnum,West_Virginia_Wesleyan_College
Dale_Mitchell_(ice_hockey),Toronto_Marlies
Nobuharu_Asahara,Doshisha_University
Abhishek_Singhvi,Harvard_University
Airabin_Justin,Edmonton_Eskimos
Jonas_Valančiūnas,National_Basketball_Association
Adrian_Young_(American_football),The_Hawaiians_(WFL)
Brandon_Sutter,Carolina_Hurricanes
Roberto_Rambaudi,A.S._Viterbese_Calcio
Edgar_William_Boyles,Her_Majesty's_Civil_Service
Charles_F._West,Harvard_University
David_Greenwood_(American_football),Oakland_Raiders
László_Kiss_(football_manager),Vasas_SC
Harold_C._Conklin,Columbia_University
Josh_Blankenship,Edmonton_Eskimos
Chuck_Knoblauch,Minnesota_Twins
Rosco_Allen,Liga_ACB
Rajeev_Gowda,Fordham_University
James_Cronin_(rugby_union),Munster_Rugby
Pedro_Braojos,UD_Almería
Enzo_Ferrari_(footballer),Real_Zaragoza
Gregory_Kane_(journalist),American_University
Roar_Hansen,Landskrona_BoIS
Frank_Drake,Harvard_University
Nick_Paithouski,Saskatchewan_Roughriders
Tyler_Larter,Washington_Capitals
Harry_McSween,University_of_Georgia
Danny_MacFayden,Boston_Red_Sox
Wes_Davies,Wales_national_rugby_league_team
Sartono_Anwar,Indonesia_national_football_team
Courtney_Smith_(linebacker),BC_Lions
Donald_Laster,Detroit_Lions
Serhiy_Zaytsev,FC_Zaria_Bălți
Karol_Korím,Czech_Extraliga
Daniele_Fortunato,A.C._Cuneo_1905
Mary_Douglas,Princeton_University
Michael_Sweetney,Brujos_de_Guayama
Nikita_Nesterov,National_Hockey_League
Scott_Bailes,Cleveland_Indians
Keith_Spurgeon,AFC_Ajax
Joseph_Lagana,Fordham_University
Franklin_E._Bondonno,Santa_Clara_University
2010–11_Estudiantes_Tecos_season,C.F._Monterrey
Steve_Jeltz,Philadelphia_Phillies
Natalie_Taylor,Logan_Thunder_(WNBL)
Mark_Parrish,Tampa_Bay_Lightning
Andrius_Jurkūnas,A_(men's_basketball)
Rob_Carpenter_(running_back),New_York_Giants
Darren_O'Shea,Munster_Rugby
Brian_Lundberg,Pittsburgh_Penguins
Georgina_Sparks,New_York_University
Athirson,São_Cristóvão_de_Futebol_e_Regatas
Ryuma_Kidokoro,Nippon_Professional_Baseball
Jorge_Socías,Santiago_Wanderers
Marcel_Pigulea,Algeria_national_football_team
Juuso_Puustinen,Calgary_Flames
Thomas_Henry_Kearney,University_of_Tennessee
Mike_Taylor_(basketball_coach),Maine_Red_Claws
Bill_Spiers,Milwaukee_Brewers
Larry_Elder,Brown_University
Elemér_Berkessy,Grimsby_Town_F.C.
Andrew_DeClercq,Golden_State_Warriors
Anton_Rekhtin,Yantar_Seversk
Johnny_Humphries,Cleveland_Indians
Jere_Myllyniemi,Rögle_BK
David_Felgate_(footballer),Rossendale_United_F.C.
František_Ptáček,Czech_Extraliga
Oleg_Stogov,FC_Khimik_Dzerzhinsk
Harris_Georgiades,University_of_Reading
Andre_Weathers,New_York_Giants
Stephen_Owen_(academic),Yale_University
Chris_Dunlap,Montreal_Alouettes
Michael_Nylander,Oulun_Kärpät
Shaun_Payne,Ospreys_(rugby_team)
Heinz_Ehlers,EHC_Biel
Mark_Tullo,North_Carolina_State_University
Heidi_See,Iona_College_(New_York)
Ray_Willsey,Oakland_Raiders
Ueleni_Fono,SU_Agen_Lot-et-Garonne
Antone_Smith,Minnesota_Vikings
Rinus_Michels,AFC_DWS
Mack_Herron,New_England_Patriots
Cory_Murphy,HIFK_(ice_hockey)
Ted_Williams_(American_football_coach),"California_State_Polytechnic_University,_Pomona"
Gurdip_Singh,University_of_Delhi
Carwyn_James,Rugby_Rovigo_Delta
Jiří_Sobotka,FC_Biel-Bienne
William_Amherst_Vanderbilt_Cecil,Harvard_University
Brad_Sutterfield,Brigham_Young_University
Robert_Noble,University_of_Toronto
Darren_Sawatzky,Tacoma_Stars_(2003–)
Ricardo_Caruso_Lombardi,Newell's_Old_Boys
Miguel_Roman,Cornell_University
Vincent_Koch,South_Africa_'A'_national_rugby_union_team
Martin_Hlinka,Hannover_Scorpions
Steve_Folsom,Dallas_Cowboys
Matt_Walbeck,Chicago_Cubs
Lisa_J._Peterson,University_of_Rochester
Robert_B._Laughlin,"University_of_California,_Berkeley"
Jörgen_Jönsson,Calgary_Flames
Travis_Partridge,BC_Lions
Vincent_Boreing,Tusculum_College
"Jack_Edwards_(footballer,_born_1929)",Torquay_United_F.C.
Viktor_Kolyadko,FC_Lukhovitsy
Matthew_Harvey,Dartmouth_College
Václav_Varaďa,Buffalo_Sabres
Georgina_Theodora_Wood,University_of_Ghana
Christian_Berglund,Florida_Panthers
Lloyd_Ailsby,New_York_Rangers
Jean_Davignon,Université_de_Montréal
Pep_Clotet,RCD_Espanyol
Mark_Sheals,Wales_national_rugby_league_team
Jovana_Pašić,First_Women's_Basketball_League_of_Serbia
Keenan_Davis,Miami_Dolphins
P._J._Alexander,New_Orleans_Saints
Ivan_Soroka,Connacht_Rugby
Eusebio_Guiñazú,Stade_Toulousain
Đorđe_Filipović,Syracuse_Orange
Ruy_Ramos,Japan_national_beach_soccer_team
Carlos_García_Cantarero,Atlético_Madrid_B
William_Cave_(rugby_union),Blackheath_F.C.
Park_Si-hoo,Hanyang_University
Lyman_Duff,University_of_Toronto
2010–11_Club_Necaxa_season,Deportivo_Toluca_F.C.
Wallace_Wade,Alabama_Crimson_Tide
Paul_McFadden,Philadelphia_Eagles
Nigel_Berlyn,Royal_Navy
Pietro_Iemmello,Italy_national_under-19_football_team
Ralph_Perlman,Cornell_University
Jose_Alves_Borges,BBCU_F.C.
Josh_Bellamy,Washington_Redskins
DeMarco_Sampson,Buffalo_Bills
Ekaphan_Inthasen,Thailand_national_football_team
Samuel_Luccock_Black,Ohio_Wesleyan_University
Jaimie_Thomas,Harrisburg_Stampede
Itamar_Schülle,Clube_Atlético_Alto_Vale
Emanuel_Papper,University_of_Miami
José_Meolans,Club_Atlético_River_Plate
Geoffrey_Allard,Royal_Air_Force
Aaron_Gagnon,Liiga
Grant_Roberts,New_York_Mets
Douglas_Aziz,Al-Ramtha_SC
Jason_Missiaen,Hartford_Wolf_Pack
Reynaldo_Garcia,Texas_Rangers_(baseball)
Robert_Hock,Iserlohn_Roosters
Joe_Allen,Great_Britain_Olympic_football_team
James_Langley,Coldstream_Guards
Masood_Ashraf_Raja,Florida_State_University
Álex_Abrines,National_Basketball_Association
Pierre_Phelipon,FC_Girondins_de_Bordeaux
Jeremy_Strong_(actor),Yale_University
Clarence_Eldridge,University_of_Michigan
Feritcan_Şamlı,Brisaspor
Robert_Thomas_(defensive_lineman),Muskogee_High_School
Ralph_R._Caputo,Kean_University
Crook_Smith,Mercer_University
Danny_Villa,Carolina_Panthers
David_Huff_(baseball),Cleveland_Indians
Mike_Doughty_(co-driver),Lancia
Dave_Spina,Liiga
Roy_Manning,Jacksonville_Jaguars
Sebastian_Owuya,Atlanta_Thrashers
"John_Murray_(ice_hockey,_born_1987)",Johnstown_Chiefs
Adrian_Whitbread,Barnet_F.C.
Hongkun_Park,Seoul_National_University
Countee_Cullen,New_York_University
Justin_Sawyer,Cardiff_Devils
Nicholas_S._Zeppos,University_of_Wisconsin–Madison
Nik_Zagranitchni,Hapoel_Tel_Aviv
Vincent_Dethier,Harvard_University
"Sir_Charles_Rowley,_1st_Baronet",Royal_Navy
Charles_Finch,Yale_University
Bert_Gould,Newport_RFC
Mike_Ridley,Washington_Capitals
"Jerome_J._Workman,_Jr.",Saint_Mary's_University_of_Minnesota
Jason_Garrison,National_Hockey_League
Pete_Shields,Cleveland_Indians
Jim_Mattox,Southern_Methodist_University
Ryan_Wilson_(ice_hockey),National_League_A
Casey_McGehee,Chicago_Cubs
Mikaela_Dombkins,Australian_Institute_of_Sport_(WNBL_team)
Tray_Walker,Baltimore_Ravens
Robert_Pepper,University_of_Wisconsin–Madison
Joe_Sims_(American_football),Atlanta_Falcons
Alexandre_Giroux,Kontinental_Hockey_League
Chris_Wilson_(gridiron_football),BC_Lions
"Wavell_Wakefield,_1st_Baron_Wakefield_of_Kendal",Harlequin_F.C.
Charles_Arthur_Crompton,Blackheath_F.C.
Dick_Coury,Minnesota_Vikings
William_Shija,Howard_University
Roscoe_Reynolds,Duke_University
Robert_Dozier,B.League
Cathy_H._Wu,University_of_Delaware
Marcus_Rose,Loughborough_Grammar_School
Rob_Wilfong,Minnesota_Twins
Vassil_Evtimov,Panionios_B.C.
Réjean_Lemelin,Philadelphia_Flyers
Slobodan_Subotić,KK_Split
Marko_Djurković,CS_Gaz_Metan_Mediaș_(basketball)
Rıza_Çalımbay,Çaykur_Rizespor
Steve_O'Ban,University_of_Puget_Sound
Eric_Bassey,Buffalo_Bills
Cory_Littleton,Mount_Miguel_High_School
Mike_Hoolboom,Sheridan_College
Bob_Errey,San_Jose_Sharks
Duane_Forde,Hamilton_Tiger-Cats
Michael_Thelvén,Djurgårdens_IF_Hockey
Jimmy_Calderwood,Dunfermline_Athletic_F.C.
Danny_Johnson_(ice_hockey),Detroit_Red_Wings
Nqubeko_Zulu,University_of_Pretoria
Anthony_Durnford,British_Army
Herb_Welch,Washington_Redskins
João_Henrique_da_Silva,Flamurtari_Vlorë
Kim_Sam-rak,South_Korea_national_under-23_football_team
Hipólito_Pichardo,Houston_Astros
Christian_Lealiifano,Canberra_Vikings
LeSean_McCoy,Buffalo_Bills
Babak_Hassibi,University_of_Tehran
Christian_Gaddis,Villanova_University
Robert_Hock,Adler_Mannheim
Matthew_Kellway,University_of_Toronto
Paul_F._Bradshaw,University_of_Notre_Dame
Brian_Rogers_(baseball),Pittsburgh_Pirates
"Ben_Williams_(American_football,_born_1970)",Philadelphia_Eagles
Agnes_Baldwin_Brett,Columbia_University
Valdas_Ivanauskas,FC_Carl_Zeiss_Jena
Simon_Bolivar_Buckner,United_States_Military_Academy
João_Fonseca,C.D._Fátima
Sylvia_Serfaty,New_York_University
Lee_Robinson_(American_football),Alcorn_State_University
Konstantin_Rudenko,SKA_Saint_Petersburg
Slaven_Skeledzic,Eintracht_Frankfurt
Kirby_Wilson,Toronto_Argonauts
Jim_Riggs_(American_football),Clemson_University
Frank_G._Clement,Vanderbilt_University
Mike_Radja,High1
Azzedine_Aït_Djoudi,CR_Belouizdad
Ronald_Bramwell-Davis,British_Army
Aleksejs_Širokovs,HC_Kometa_Brno
Michael_Covel,George_Mason_University
Tom_Prahl,Trelleborgs_FF
Bob_Allen_(shortstop),Philadelphia_Phillies
Ove_Malmberg,Djurgårdens_IF_Hockey
Lindsay_Meggs,Oxnard_College
Alonzo_Ephraim,Miami_Dolphins
Andrey_Astrowski,FC_Volna_Pinsk
Bruno_Gama,Portugal_national_under-20_football_team
Andy_Livingston,New_Orleans_Saints
Hwang_Dong-hyuk,Seoul_National_University
John_Hollins,Weymouth_F.C.
Isa_Abdul-Quddus,Detroit_Lions
Alan_Ball_(screenwriter),Florida_State_University
Jill_Ellis,United_States_women's_national_under-20_soccer_team
Jill_Holtzman_Vogel,DePaul_University
Austin_E._Quigley,University_of_Nottingham
Joe_Fuller,Ottawa_Rough_Riders
Harry_Hood_(Canadian_football),Calgary_Stampeders
Nat_Terry,Pittsburgh_Steelers
J._T._White,Penn_State_Nittany_Lions
Peter_Murchie,London_Welsh_RFC
Mike_Lude,Auburn_Tigers
Mark_Mraz,Hamilton_Tiger-Cats
Jim_Keltner,Remo
Roy_Barni,University_of_San_Francisco
Ken_Baumgartner,Boston_Bruins
Ben_Gottschalk,San_Francisco_49ers
Siddhartha_Mukherjee,Stanford_University
Robert_Sternberg,Yale_University
Eric_Coyle,Washington_Redskins
Dorothy_Reed_Mendenhall,Smith_College
Koji_Tanaka,Shonan_Bellmare
Peter_Shreeves,Sheffield_Wednesday_F.C.
György_Orth,FC_Metz
Damian_Miller,Minnesota_Twins
Pedro_Braojos,CD_Toledo
James_Darling_(American_football),Philadelphia_Eagles
Wes_Jackson,North_Carolina_State_University
Patrick_Pass,Houston_Texans
Abdulah_Ibraković,NK_Čelik_Zenica
Itzhak_Shum,Alki_Larnaca_FC
Jim_Hearn,St._Louis_Cardinals
Juan-Philip_Smith,University_of_Pretoria
Adrián_López,Spain_national_football_team
Lance_Stroll,Toyota_Racing_Series
Ernst-Günter_Habig,Alemannia_Aachen
Hasse_Mattisson,FC_Rosengård_1917
Jason_Blake_(ice_hockey),Toronto_Maple_Leafs
Joe_Naufahu,Glasgow_Warriors
Corey_Chamblin,Denver_Broncos
George_L._Engel,Dartmouth_College
Todor_Veselinović,Gaziantepspor
Haidar_Bagir,Harvard_University
Fernando_Zóbel_de_Ayala_y_Montojo,Harvard_University
Jaime_Sifers,Adler_Mannheim
Leonardo_Senatore,Jaguares_(Super_Rugby)
Steve_Jackson_(linebacker),Washington_Redskins
Grace_Meng,University_of_Michigan
Robert_Lang_(ice_hockey),Arizona_Coyotes
Hadji_Barry,Monroe_Community_College
Dave_Eilers,Atlanta_Braves
Maurizio_Pellegrino,F.C._Südtirol
Casimir_Cartwright_van_Straubenzee,British_Army
Maxim_D._Shrayer,Yale_University
Rey_Maualuga,Cincinnati_Bengals
Bill_Bavasi,Seattle_Mariners
Len_Burnett,Pittsburgh_Steelers
Marcello_Simmons,Jacksonville_Jaguars
Javaris_Crittenton,Los_Angeles_Lakers
Shaun_Arvai,Pensacola_Ice_Flyers
Vic_Lynn,Detroit_Red_Wings
Mogens_Krogh,Næstved_BK
Sherwood_Brown,Lebanese_Basketball_League
Frank_Bridges,St._Mary's_Rattlers
Dave_Trembley,Baltimore_Orioles
Yakov_Seleznev,Amur_Khabarovsk
Aleksandr_Tukmanov,Soviet_Union_national_football_team
Nedo_Sonetti,Udinese_Calcio
Pasquale_Marino,Genoa_C.F.C.
Ralph_E._Reed_Jr.,University_of_Georgia
Bengt_Åberg,Yamaha_Motor_Company
Victor_Garber,University_of_Toronto
Pekka_Saravo,Linköpings_HC
Deborah_Caldwell-Stone,Cleveland_State_University
Maikel_Cleto,St._Louis_Cardinals
Cris_Carter,Middletown_High_School_(Ohio)
Pete_Kelly_(ice_hockey),New_York_Americans
Chad_Kinch,Cleveland_Cavaliers
Vance_Hartke,University_of_Evansville
Ron_Najafi,University_of_San_Francisco
Charles_Tuaau,Pasadena_City_College
Zoran_Vrkić,San_Sebastián_Gipuzkoa_BC
Wesley_Duke,Mercer_University
Eric_Naposki,Indianapolis_Colts
Angelo_Snipes,BC_Lions
Baek_Seung-hyeon,Chung-Ang_University
Bob_Glendenning,Netherlands_national_football_team
Simon_Legare,Ottawa_Redblacks
Nicky_Mohan,Guisborough_Town_F.C.
Abraham_Maslow,University_of_Wisconsin–Madison
Edwin_Copeland,Stanford_University
Ildar_Mukhometov,HC_CSKA_Moscow
Jan_Hoffmann_(Danish_footballer),Brøndby_IF
Freddy_Rincón,Esporte_Clube_São_Bento
John_Chick,Houston_Texans
Uli_Stielike,Germany_national_football_team
Arthur_Francis_Turner,Royal_Navy
Tarence_Kinsey,EuroCup_Basketball
David_Dalton_(violist),Brigham_Young_University
Timo_Pielmeier,San_Jose_Sharks
Sarah_Thomason,University_of_Michigan
Clemens_Westerhof,Dynamos_F.C.
Pervis_Atkins,Washington_Redskins
Drisan_James,Chicago_Bears
Matthias_Koehl,University_of_Wisconsin–Milwaukee
John_L._Murray,University_College_Dublin
Gerhard_Prokop,PAS_Giannina_F.C.
Justin_Stommes,Rocori_High_School
Derreck_Robinson,Dallas_Cowboys
Glen_Scrivener,Winnipeg_Blue_Bombers
Charlie_Adams_(American_football),Denver_Broncos
Dave_Pember,Milwaukee_Brewers
Gus_Thompson,Pittsburgh_Pirates
Oleg_Tverdovsky,New_Jersey_Devils
Josh_Leivo,National_Hockey_League
James_Baird_(civil_engineer),University_of_Michigan
Martin_Hellman,Stanford_University
Carl_English,Caciques_de_Humacao
Raphaël_Lakafia,FC_Grenoble
Malakai_Ravulo,CSA_Steaua_București_(rugby)
Jeff_Finger,Toronto_Maple_Leafs
"Tom_McCarthy_(ice_hockey,_born_1934)",Detroit_Red_Wings
Ron_Brewer_(Canadian_football),Hamilton_Tiger-Cats
Jesse_Milton_Coburn,Boston_University
Vasyl_Stolyar,FC_Volyn_Lutsk
Winston_Abreu,Baltimore_Orioles
Avram_Grant,Chelsea_F.C.
Shay_Abuksis,Ironi_Modi'in_F.C.
Jonathan_R._Cole,Columbia_University
Zdenko_Verdenik,FK_Austria_Wien
Vasu_Chanchlani,University_of_Toronto
Alice_Brown_(athlete),Cal_State_Northridge_Matadors
John_Thompson_(basketball),Boston_Celtics
Philip_H._Stoll,Wofford_College
Steve_LaTourette,University_of_Michigan
Na_Brown,Philadelphia_Eagles
Tony_Rice_(American_football),University_of_Notre_Dame
Moacir_Júnior,Tombense_Futebol_Clube
Petr_Kobylík,Czech_Republic_national_under-19_football_team
Evan_Rankin,ECHL
William_Rogers_(Canadian_football),Ottawa_Rough_Riders
Mickey_Russell,Dallas_Texans_(Arena)
Conor_Coady,England_national_under-20_football_team
Casey_Mecija,University_of_Toronto
Zoran_Martič,BC_Khimik
Levi_Brown_(quarterback),Buffalo_Bills
Jeff_Toms,New_York_Islanders
Gordon_Lee_(footballer),Knattspyrnufélag_Reykjavíkur
Joby_Messier,New_York_Rangers
Zeljko_Kalac,Sydney_FC
Nathan_Ablett,Gold_Coast_Football_Club
Joe_Campbell_(American_football),New_Orleans_Saints
Cho_Min-kook,Dong-eui_University
Bill_Larson,Green_Bay_Packers
Riley_P._Bechtel,"University_of_California,_Davis"
Paul_Jetton,New_Orleans_Saints
Jiří_Vozák,HC_Litvínov
"Winston_Dugan,_1st_Baron_Dugan_of_Victoria",British_Army
Sven_Butenschön,Vancouver_Canucks
Yuji_Sakakura,Yokohama_FC
Neil_Trimm,New_Mexico_Scorpions
Sergei_Kapustin,HC_CSKA_Moscow
Sergei_Krivokrasov,Minnesota_Wild
José_Antonio_Roca,Atlético_Español
Dragoljub_Bekvalac,OFK_Beograd
Allen_Brown,University_of_Mississippi
Kevin_Haslam_(American_football_player),Detroit_Lions
Ted_Banker,Southeast_Missouri_State_University
Kevin_Bouie,San_Diego_Chargers
Alex_de_Angelis,Motobi
Richard_Bingham_(soldier),British_Army
Konrad_Reuland,Baltimore_Ravens
Yogendra_Dutt,Ba_F.C.
Tim_Horton,Toronto_Maple_Leafs
"John_Williamson_(basketball,_born_1986)",Marion-Franklin_High_School
"David_McNiven_(footballer,_born_1978)",Workington_A.F.C.
Rakim_Sanders,Lega_Basket_Serie_A
Cole_Durham,Brigham_Young_University
John_Guare,Georgetown_University
Ivan_Kelava,Croatia_national_under-20_football_team
